id,english,iast,devanagari,type,chapter,doshas,dhatus,clinical_significance
ITA-1.9.4.4.8,,parimāṇaḥ,परिमाणः,CONCEPT,1,,,low
ITA-1.9.4.4.9,,yuktiḥ,युक्तिः,CONCEPT,1,,,low
ITA-1.9.4.4.10,,saṃskāraḥ,संस्कारः,CONCEPT,1,,,low
ITA-1.9.4.4.11,,abhyāsaḥ,अभ्यासः,CONCEPT,1,,,low
ITA-1.9.5.1,Action,karma,कर्म,CONCEPT,1,,,low
ITA-1.9.6.1,Inherence,samavāyaḥ,समवायः,CONCEPT,1,,,low
ITA-1.9.7.1,Nonexistence,abhāvaḥ,अभावः,CONCEPT,1,,,low
ITA-1.9.7.2,Prior nonexistence,prāgabhāvaḥ,प्रागभावः,CONCEPT,1,,,low
ITA-1.9.7.3,Posterior,pradhvaṃsābhāvaḥ,प्रध्वंसाभावः,CONCEPT,1,,,low
ITA-1.9.7.4,"Absolute nonexistence Absolute nonexistence, without beginning or end.",atyantābhāvaḥ,अत्यन्ताभावः,CONCEPT,1,,,low
ITA-1.9.7.5,Mutual nonexistence,anyonyābhāvaḥ,अञोञाभावः,CONCEPT,1,,,low
ITA-1.10.1,Major triad of,bṛhattrayī,बृहत्त्रयी,CONCEPT,1,,,low
ITA-1.10.2,Lesser triad of,Laghutrayī,लघुत्रयी,CONCEPT,1,vata,,medium
ITA-1.10.3,Materia medica,nighaṇṭuḥ,निघण्टुः,CONCEPT,1,,,low
ITA-1.11.1,Ten items for clinical,daśavidhaparīkṣy-,दशविधपरीक्ष्य-,CONCEPT,1,,,low
ITA-1.11.2,Principal agent,kāraṇam,कारणम,CONCEPT,1,,,low
ITA-1.11.3,"Tool, instrument",karaṇam,करणम,CONCEPT,1,,,low
ITA-1.11.4,Substratum of,kāryayoniḥ,कार्ययोनिः,CONCEPT,1,,,low
ITA-1.11.5,Treatment protocol,kāryaḥ,कार्यः,CONCEPT,1,,,low
ITA-1.11.6,Immediate outcome,kāryaphalam,कार्यफलम,CONCEPT,1,,,low
ITA-1.11.7,"Consequence, long",anubandhaḥ,अनुबन्धः,CONCEPT,1,,,low
ITA-1.11.8,Habitat,deśaḥ,देशः,CONCEPT,1,,,low
ITA-1.11.9,Time,kālaḥ,कालः,CONCEPT,1,,,low
ITA-1.11.10,Action,pravṛttiḥ,प्रवृत्तिः,CONCEPT,1,,,low
ITA-1.11.11,Ailment-countering,upāyaḥ,उपायः,CONCEPT,1,,,low
ITA-1.11.12,Prompt and appropriate,pratipattiḥ,प्रतिपत्तिः,CONCEPT,1,,,low
ITA-1.11.13,Components of,pādacatuṣṭayam,पादचतुष्टयम,CONCEPT,1,,,low
ITA-1.11.14,Physician,vaidyaḥ,वैद्यः,CONCEPT,1,,,low
ITA-1.11.15,Materials for,"dravya, auṣadha","द्रव्य, औषध",MEDICINE,1,,,medium
ITA-1.11.16,Attendants,upasthātā,उपस्थाता,CONCEPT,1,,,low
ITA-1.11.17,Patient,rogi,रोगि,CONCEPT,1,,,low
ITA-2.1.1,Dosha,doṣaḥ,दोषः,PHYSIOLOGY,2,,,low
ITA-2.1.2,Three doshas,"tridoṣaḥ, śārīrikadoṣa","त्रिदोषः, शारीरिकदोष",PHYSIOLOGY,2,,,low
ITA-2.1.1.1,"Vata, dosha regulating",vātaḥ,वातः,PHYSIOLOGY,2,vata,,medium
ITA-2.1.1.2,"Vata, dosha that",prāṇaḥ,प्राणः,PHYSIOLOGY,2,vata,,medium
ITA-2.1.1.3,Ascending vata,udānaḥ,उदानः,PHYSIOLOGY,2,vata,,low
ITA-2.1.1.4,Circulating vata,vyānaḥ,व्यानः,PHYSIOLOGY,2,vata,,medium
ITA-2.1.1.5,Kindling vata,samānaḥ,समानः,PHYSIOLOGY,2,vata,,low
ITA-2.1.1.6,Descending vata,apānaḥ,अपानः,PHYSIOLOGY,2,vata,,low
ITA-2.1.1.7,Functions of vata,vāta-karma,वात-कर्म,PHYSIOLOGY,2,vata,,medium
ITA-2.1.1.8,Enthusiasm,utsāhaḥ,उत्साहः,PHYSIOLOGY,2,,,low
ITA-2.1.1.9,Expiration,ucchvāsaḥ,उच्छ्वासः,PHYSIOLOGY,2,,,low
ITA-2.1.1.10,,niḥśvāsaḥ,निःश्वासः,PHYSIOLOGY,2,,,low
ITA-2.1.1.11,,ceṣṭā,चेष्टा,PHYSIOLOGY,2,,,low
ITA-2.1.1.12,,gatiḥ,गतिः,PHYSIOLOGY,2,,,low
ITA-2.1.1.13,,nimeṣaḥ,निमेषः,PHYSIOLOGY,2,,,low
ITA-2.1.1.14,,unmeṣaḥ,उन्मेषः,PHYSIOLOGY,2,,,low
ITA-2.1.2.1,"Pitta, dosha regulating",pittam,पित्तम,PHYSIOLOGY,2,pitta,,medium
ITA-2.1.2.2,Digesting pitta,pācaka-pittam,पाचक-पित्तम,PHYSIOLOGY,2,pitta,,medium
ITA-2.1.2.3,Colouring pitta,,रञ्जकपितम,PHYSIOLOGY,2,pitta,,low
ITA-2.1.2.4,Pitta for vision,ālocaka-pittam,आलोचक-पित्तम,PHYSIOLOGY,2,pitta,,medium
ITA-2.1.2.5,Pitta for complexion,bhrājakapittam,भ्राजकपित्तम,PHYSIOLOGY,2,pitta,,medium
ITA-2.1.2.6,Pitta for intellect,sādhakapittam,साधकपित्तम,PHYSIOLOGY,2,pitta,,medium
ITA-2.1.2.7,Functions of pitta,pitta-karma,पित्त-कर्म,PHYSIOLOGY,2,pitta,,medium
ITA-2.1.2.8,Lustre,prabhā,प्रभा,PHYSIOLOGY,2,,,low
ITA-2.1.2.9,Hunger,kṣudhā,क्षुधा,PHYSIOLOGY,2,,,low
ITA-2.1.2.10,,darśanam,दर्शनम,PHYSIOLOGY,2,,,low
ITA-2.1.2.11,,paktiḥ,पक्तिः,PHYSIOLOGY,2,,,low
ITA-2.1.2.12,,śauryam,शौर्यम,PHYSIOLOGY,2,,,low
ITA-2.1.2.13,,"tṛṣṇā, pipāsā","तृष्णा, पिपासा",PHYSIOLOGY,2,,,low
ITA-2.1.3.1,"Kapha, doṣha","śleṣmā, kapha","श्लेष्मा, कफ",PHYSIOLOGY,2,kapha,,medium
ITA-2.1.3.2,Supporting kapha,avalambaka-kaphaḥ,अवलम्बक-कफः,PHYSIOLOGY,2,kapha,,medium
ITA-2.1.3.3,Moistening kapha,kledaka-kaphaḥ,क्लेदक-कफः,PHYSIOLOGY,2,kapha,,medium
ITA-2.1.3.4,Taste-perceiving,bodhaka-kaphaḥ,बोधक-कफः,PHYSIOLOGY,2,kapha,,medium
ITA-2.1.3.5,Nourishing kapha,tarpaka-kaphaḥ,तर्पक-कफः,PHYSIOLOGY,2,kapha,,medium
ITA-2.1.3.6,Lubricating kapha,śleṣaka-kaphaḥ,श्लेषक-कफः,PHYSIOLOGY,2,kapha,,medium
ITA-2.1.3.7,Functions of kapha,kapha-karma,कफ-कर्म,PHYSIOLOGY,2,kapha,,medium
ITA-2.1.3.8,Patience,kṣamā,क्षमा,PHYSIOLOGY,2,,,low
ITA-2.1.3.9,Firmness,dārḍhyam,दार्ढ्यम,PHYSIOLOGY,2,,,low
ITA-2.2.1,Fundamental structural,dhātuḥ,धातुः,PHYSIOLOGY,2,,,low
ITA-2.2.2,A bodily structure,dūṣyam,दूष्यम,PHYSIOLOGY,2,,,low
ITA-2.2.3,Holding,dhāraṇam,धारणम,PHYSIOLOGY,2,,,low
ITA-2.2.4,Primary circulating,"rasa-dhātuḥ, rasaḥ","रस-धातुः, रसः",PHYSIOLOGY,2,,rasa,low
ITA-2.2.5,Blood,"rakta-dhātuḥ,",रक्त-धातुः,PHYSIOLOGY,2,,rakta,low
ITA-2.2.6,Giving life,jīvanam,जीवनम,PHYSIOLOGY,2,,,low
ITA-2.2.7,Nourishment of blood,raktapuṣṭiḥ,रक्तपुष्टिः,PHYSIOLOGY,2,,rakta,low
ITA-2.2.8,Muscle,"māṃsa-dhātuḥ,",मांस-धातुः,PHYSIOLOGY,2,,mamsa,low
ITA-2.2.9,Fat,medo-dhātuḥ,मेदो-धातुः,PHYSIOLOGY,2,,meda,low
ITA-2.2.10,Bone,asthi-dhātuḥ,अस्थि-धातुः,PHYSIOLOGY,2,,asthi,low
ITA-2.2.11,Diaphysis,kāṇḍam,काण्डम,PHYSIOLOGY,2,,,low
ITA-2.2.12,Short bones,aṇvasthi,अण्वस्थि,PHYSIOLOGY,2,,asthi,low
ITA-2.2.13,"Articulation, joint","parva, asthisandhayaḥ,","पर्व, अस्थिसन्धयः",PHYSIOLOGY,2,,asthi,low
ITA-2.2.14,Skeleton,asthipañjaraḥ,अस्थिपञ्जरः,PHYSIOLOGY,2,,asthi,low
ITA-2.2.15,Medullary canal,asthivivaram,अस्थिविवरम,PHYSIOLOGY,2,,asthi,low
ITA-2.2.16,Bone marrow,"majjā-dhātuḥ, asthisāram","मज्जा-धातुः, अस्थिसारम",PHYSIOLOGY,2,,asthi|majja,low
ITA-2.2.17,Replenishment,pūraṇam,पूरणम,PHYSIOLOGY,2,,,low
ITA-2.2.18,Reproductive,śukradhātuḥ,शुक्रधातुः,PHYSIOLOGY,2,,shukra,low
ITA-2.2.19,Semen,retas,रेतस,PHYSIOLOGY,2,,shukra,low
ITA-2.2.20,Seed,bījam,बीजम,PHYSIOLOGY,2,,,low
ITA-2.2.21,Male seed,puṃbījam,पुंबीजम,PHYSIOLOGY,2,,,low
ITA-2.2.22,Female seed,strībījam,स्त्रीबीजम,PHYSIOLOGY,2,,,low
ITA-2.2.23,Virility,vṛṣatā,वृषता,PHYSIOLOGY,2,,,low
ITA-2.2.24,"Healthy sperm, ovum",kārmuka-bījam,कार्मुक-बीजम,PHYSIOLOGY,2,,shukra,low
ITA-2.2.25,Ojas,ojas,ओजस,PHYSIOLOGY,2,,,low
ITA-2.2.26,Equilibrium of funda,dhātusāmyam,धातुसाम्यम,PHYSIOLOGY,2,,,low
ITA-2.2.27,"Immunity, strength","balam, vyādhikṣamatvam","बलम, व्याधिक्षमत्वम",DISEASE,2,,,medium
ITA-2.2.28,Innate strength,sahaja-balam,सहज-बलम,PHYSIOLOGY,2,,,low
ITA-2.2.29,Acquired strength,yuktikṛta-balam,युक्तिकृत-बलम,PHYSIOLOGY,2,,,low
ITA-2.2.30,Seasonal strength,kālaja-balam,कालज-बलम,PHYSIOLOGY,2,,,low
ITA-2.3.1,Supportive structural,upadhātuḥ,उपधातुः,PHYSIOLOGY,2,,,low
ITA-2.3.2,Breast milk,stanyam,स्तञम,PHYSIOLOGY,2,,,low
ITA-2.3.3,Menstrual blood,"ārtavam, puṣpam,","आर्तवम, पुष्पम",PHYSIOLOGY,2,,rakta,low
ITA-2.3.4,Tendon,kaṇḍarā,कण्डरा,PHYSIOLOGY,2,,,low
ITA-2.3.5,Intramuscular fat,vasā,वसा,PHYSIOLOGY,2,,meda,low
ITA-2.4.1,Excretory products,malaḥ,मलः,PHYSIOLOGY,2,,,low
ITA-2.4.2,Waste product,kiṭṭam,किट्टम,PHYSIOLOGY,2,,,low
ITA-2.4.3,Faeces,"purīṣam, śakṛt, viṭ","पुरीषम, शकृत, विट",PHYSIOLOGY,2,,,low
ITA-2.4.4,Urine,mūtram,मूत्रम,PHYSIOLOGY,2,,,low
ITA-2.4.5,Sweat,svedaḥ,स्वेदः,PHYSIOLOGY,2,,,low
ITA-2.4.6,Metabolic waste,dhātumalaḥ,धातुमलः,PHYSIOLOGY,2,,,low
ITA-2.4.7,Ear wax,karṇamalaḥ,कर्णमलः,PHYSIOLOGY,2,,,low
ITA-2.4.8,Rheum,akṣimalaḥ,अक्षिमलः,PHYSIOLOGY,2,,,low
ITA-2.4.9,Mucus of the nose,nāsikāmalaḥ,नासिकामलः,PHYSIOLOGY,2,,,low
ITA-2.4.10,Mucus of the,āsyamalaḥ,आस्यमलः,PHYSIOLOGY,2,,,low
ITA-2.4.11,Sebum,lomakūpamalaḥ,लोमकूपमलः,PHYSIOLOGY,2,,,low
ITA-2.4.12,Smegma,prajananamalaḥ,प्रजननमलः,PHYSIOLOGY,2,,,low
ITA-2.4.13,Beard and moustache,śmaśru,श्मश्रु,PHYSIOLOGY,2,,,low
ITA-2.5.1,"Channel, conduit",srotaḥ,स्रोतः,PHYSIOLOGY,2,,,low
ITA-2.5.2,Apertures of the body,kāyacchidram,कायच्छिद्रम,PHYSIOLOGY,2,,,low
ITA-2.5.3,Air passages,anilāyanam,अनिलायनम,PHYSIOLOGY,2,,,low
ITA-2.5.4,Internal channel,antarmukhasrotaḥ,अन्तर्मुखस्रोतः,PHYSIOLOGY,2,,,low
ITA-2.5.5,Anal or urethral,adhaḥsrotaḥ,अधःस्रोतः,PHYSIOLOGY,2,,,low
ITA-2.5.6,Conduit for vital life,prāṇavahasrotaḥ,प्राणवहस्रोतः,PHYSIOLOGY,2,vata,,medium
ITA-2.5.7,Respiratory tract,ucchvāsamārgaḥ,उच्छ्वासमार्गः,PHYSIOLOGY,2,,,low
ITA-2.5.8,"Channel, pathway for","Udakavahasrotaḥ,",उदकवहस्रोतः,PHYSIOLOGY,2,,,low
ITA-2.5.9,Digestive tract,annavahasrotaḥ,अन्नवहस्रोतः,PHYSIOLOGY,2,,,low
ITA-2.5.10,Channel carrying,rasavahasrotaḥ,रसवहस्रोतः,PHYSIOLOGY,2,,rasa,low
ITA-2.5.11,Channel carrying,Raktavahasrotaḥ,रक्तवहस्रोतः,PHYSIOLOGY,2,,rakta,low
ITA-2.5.12,Blood vessels,asṛgvahā,असृग्वहा,PHYSIOLOGY,2,,rakta,low
ITA-2.5.13,Conduit nourishing,māṃsavahasrotaḥ,मांसवहस्रोतः,PHYSIOLOGY,2,,mamsa,low
ITA-2.5.14,Channel carrying fat,medovahasrotaḥ,मेदोवहस्रोतः,PHYSIOLOGY,2,,meda,low
ITA-2.5.15,Channel carrying,asthivahasrotaḥ,अस्थिवहस्रोतः,PHYSIOLOGY,2,,asthi,low
ITA-2.5.16,Channel carrying,majjāvahasrotaḥ,मज्जावहस्रोतः,PHYSIOLOGY,2,,majja,low
ITA-2.5.17,Channel carrying,śukravahasrotaḥ,शुक्रवहस्रोतः,PHYSIOLOGY,2,,shukra,low
ITA-2.5.18,Female reproductive,ārtavavaha-srotaḥ,आर्तववह-स्रोतः,PHYSIOLOGY,2,,shukra,low
ITA-2.5.19,Urinary tract,mūtravahasrotaḥ,मूत्रवहस्रोतः,PHYSIOLOGY,2,,,low
ITA-2.5.20,Channel in which,purīṣavahasrotaḥ,पुरीषवहस्रोतः,PHYSIOLOGY,2,,,low
ITA-2.6.1,"Digestive, metabolic",agniḥ,अग्निः,PHYSIOLOGY,2,,,low
ITA-2.6.2,Metabolic factors,kāyāgniḥ,कायाग्निः,PHYSIOLOGY,2,,,low
ITA-2.6.3,Metabolic factors,jāṭharāgniḥ,जाठराग्निः,PHYSIOLOGY,2,,,low
ITA-2.6.4,Digestion at gastro,avasthāpākaḥ,अवस्थापाकः,PHYSIOLOGY,2,,,low
ITA-2.6.5,Transformation at the,niṣṭhāpākaḥ,निष्ठापाकः,PHYSIOLOGY,2,,,low
ITA-2.6.6,Metabolic factors,"dhātvagniḥ [rasāgni,",धात्वग्निः [रसाग्नि,PHYSIOLOGY,2,,,low
ITA-2.6.7,Transforming factors,bhūtāgniḥ,भूताग्निः,PHYSIOLOGY,2,,,low
ITA-2.6.8,Normal state of,samāgniḥ,समाग्निः,PHYSIOLOGY,2,,,low
ITA-2.6.9,Intense state of,tīkṣṇāgniḥ,तीक्ष्णाग्निः,PHYSIOLOGY,2,,,low
ITA-2.6.10,Irregular state of,viṣamāgniḥ,विषमाग्निः,PHYSIOLOGY,2,,,low
ITA-2.6.11,Depressed or weak,mandāgniḥ,मन्दाग्निः,PHYSIOLOGY,2,,,low
ITA-2.6.12,Metabolic factors,rasadhātvagniḥ,रसधात्वग्निः,PHYSIOLOGY,2,,rasa,low
ITA-2.6.13,Metabolic factors,raktadhātvagniḥ,रक्तधात्वग्निः,PHYSIOLOGY,2,,rakta,low
ITA-2.6.14,Metabolic factors,māṃsadhātvagniḥ,मांसधात्वग्निः,PHYSIOLOGY,2,,mamsa,low
ITA-2.6.15,Metabolic factors,medodhātvagniḥ,मेदोधात्वग्निः,PHYSIOLOGY,2,,,low
ITA-2.6.16,Metabolic factors,asthidhātvagniḥ,अस्थिधात्वग्निः,PHYSIOLOGY,2,,asthi,low
ITA-2.6.17,Metabolic factors,,मज्जधात्व्नि,PHYSIOLOGY,2,,,low
ITA-2.6.18,Metabolic factors,śukradhātvagniḥ,शुक्रधात्वग्निः,PHYSIOLOGY,2,,shukra,low
ITA-2.6.19,Theory of sequential,kṣīradadhinyāyaḥ,क्षीरदधिञायः,PHYSIOLOGY,2,,,low
ITA-2.6.20,Theory of serial,kedārīkulyānyāyaḥ,केदारीकुल्याञायः,PHYSIOLOGY,2,,,low
ITA-2.6.21,Theory of selective,khalekapotanyāyaḥ,खलेकपोतञायः,PHYSIOLOGY,2,,,low
ITA-2.6.22,Chyle,āhārarasaḥ,आहाररसः,PHYSIOLOGY,2,,rasa,low
ITA-2.6.23,Sweet predominant,madhuraavasthāpākaḥ,मधुरावस्थापाकः,PHYSIOLOGY,2,kapha,,medium
ITA-2.6.24,Sour predominant,amla avasthāpākaḥ,अम्ल अवस्थापाकः,PHYSIOLOGY,2,pitta,,medium
ITA-2.6.25,Pungent predominant,kaṭuavasthāpākaḥ,कटुअवस्थापाकः,PHYSIOLOGY,2,,,low
ITA-2.6.26,"Digestion, metabolism",pākaḥ,पाकः,PHYSIOLOGY,2,,,low
ITA-2.6.27,Digestive power,jaraṇaśaktiḥ,जरणशक्तिः,PHYSIOLOGY,2,,,low
ITA-2.6.28,"Ingestive power, food",abhyavaharaṇa-śaktiḥ,अभ्यवहरण-शक्तिः,PHYSIOLOGY,2,,,low
ITA-2.6.29,Three divisions of,trividha-kukṣiḥ,त्रिविध-कुक्षिः,PHYSIOLOGY,2,,,low
ITA-2.6.30,Digestion,pācanam,पाचनम,PHYSIOLOGY,2,,,low
ITA-2.6.31,Nutrient part of food,prasādaḥ,प्रसादः,PHYSIOLOGY,2,,,low
ITA-2.6.32,Initial phase,avasthāpākaḥ,अवस्थापाकः,PHYSIOLOGY,2,,,low
ITA-2.6.33,Final phase,niṣṭhāpākaḥ,निष्ठापाकः,PHYSIOLOGY,2,,,low
ITA-2.6.34,Internal-external,antarbahirvibhāgaḥ,अन्तर्बहिर्विभागः,PHYSIOLOGY,2,,,low
ITA-2.6.35,Superior-inferior,uttarādhara-vibhāgaḥ,उत्तराधर-विभागः,PHYSIOLOGY,2,,,low
ITA-2.6.36,Anterior-posterior,pūrvapaścima-vibhāgaḥ,पूर्वपश्चिम-विभागः,PHYSIOLOGY,2,,,low
ITA-2.6.37,Bowel habit,koṣṭhaḥ,कोष्ठः,PHYSIOLOGY,2,,,low
ITA-2.6.38,Normal bowel habit,madhyama-koṣṭhaḥ,मध्यम-कोष्ठः,PHYSIOLOGY,2,,,low
ITA-2.6.39,Soft bowel habit,mṛdukoṣṭhaḥ,मृदुकोष्ठः,PHYSIOLOGY,2,kapha,,medium
ITA-2.6.40,Costive bowel habit,krūra-koṣṭhaḥ,क्रूर-कोष्ठः,PHYSIOLOGY,2,,,low
ITA-2.7.1,Urges,vegaḥ,वेगः,PHYSIOLOGY,2,,,low
ITA-2.7.2,Suppressible urges,dhāraṇīya-vegaḥ,धारणीय-वेगः,PHYSIOLOGY,2,,,low
ITA-2.7.3,Non-suppressible,adhāraṇīya-vegaḥ,अधारणीय-वेगः,PHYSIOLOGY,2,,,low
ITA-2.8.1,An individual’s,prakṛtiḥ,प्रकृतिः,PHYSIOLOGY,2,,,low
ITA-2.8.2,Body constitution with,doṣaprakṛti,दोषप्रकृति,PHYSIOLOGY,2,,,low
ITA-2.8.3,Body constitution with,vātaprakṛtiḥ,वातप्रकृतिः,PHYSIOLOGY,2,vata,,medium
ITA-2.8.4,Body constitution with,pittaprakṛtiḥ,पित्तप्रकृतिः,PHYSIOLOGY,2,pitta,,medium
ITA-2.8.5,Body constitution with,kaphaprakṛtiḥ,कफप्रकृतिः,PHYSIOLOGY,2,kapha,,medium
ITA-2.8.6,Body constitution with,vātapittaprakṛtiḥ,वातपित्तप्रकृतिः,PHYSIOLOGY,2,vata|pitta,,medium
ITA-2.8.7,Body constitution with,pittakaphaprakṛtiḥ,पित्तकफप्रकृतिः,PHYSIOLOGY,2,pitta|kapha,,medium
ITA-2.8.8,Body constitution with,kaphavātaprakṛtiḥ,कफवातप्रकृतिः,PHYSIOLOGY,2,vata|kapha,,medium
ITA-2.8.9,Body constitution in,ṭridoṣajaprakṛtiḥ,ट्रिदोषजप्रकृतिः,PHYSIOLOGY,2,,,low
ITA-2.8.10,Specific mental and,"kāyaḥ, mānasaprakṛti","कायः, मानसप्रकृति",PHYSIOLOGY,2,,,low
ITA-2.8.11,Person with tranquil,sattvakāyaḥ,सत्त्वकायः,PHYSIOLOGY,2,,,low
ITA-2.8.12,Person with pure,brahmakāyaḥ,ब्रह्मकायः,PHYSIOLOGY,2,,,low
ITA-2.8.13,Person with prosperous,māhendrakāyaḥ,माहेन्द्रकायः,PHYSIOLOGY,2,,,low
ITA-2.8.14,Person with brave,vāruṇakāyaḥ,वारुणकायः,PHYSIOLOGY,2,,,low
ITA-2.8.15,Person with wealthy,kauberakāyaḥ,कौबेरकायः,PHYSIOLOGY,2,,,low
ITA-2.8.16,Person with artistic,gandharvakāyaḥ,गन्धर्वकायः,PHYSIOLOGY,2,,,low
ITA-2.8.17,Person with judicious,yāmyakāyaḥ,याम्यकायः,PHYSIOLOGY,2,,,low
ITA-2.8.18,Person with scholarly,ṛṣikāyaḥ,ऋषिकायः,PHYSIOLOGY,2,,,low
ITA-2.8.19,Person with agitated,rājasikakāyaḥ,राजसिककायः,PHYSIOLOGY,2,,,low
ITA-2.8.20,Person with brave,āsurakāyaḥ,आसुरकायः,PHYSIOLOGY,2,,,low
ITA-2.8.21,Person with,sarpakāyaḥ,सर्पकायः,PHYSIOLOGY,2,,,low
ITA-2.8.22,Person with intolerant,śākunikāyaḥ,शाकुनिकायः,PHYSIOLOGY,2,,,low
ITA-2.8.23,Person with intolerant,rākṣasakāyaḥ,राक्षसकायः,PHYSIOLOGY,2,,,low
ITA-2.8.24,Person with overeating,paiśācakāyaḥ,पैशाचकायः,PHYSIOLOGY,2,,,low
ITA-2.8.25,Person with sorrowful,pretakāyaḥ,प्रेतकायः,PHYSIOLOGY,2,,,low
ITA-2.8.26,Person with inertial,tāmasakāyaḥ,तामसकायः,PHYSIOLOGY,2,,,low
ITA-2.8.27,Person with cowardly,pāśavakāyaḥ,पाशवकायः,PHYSIOLOGY,2,,,low
ITA-2.8.28,Person with timid,matsyakāyaḥ,मत्स्यकायः,PHYSIOLOGY,2,,,low
ITA-2.8.29,Person with lazy,vānaspatyakāyaḥ,वानस्पत्यकायः,PHYSIOLOGY,2,,,low
ITA-2.8.1.1,Predominance of a,sāraḥ,सारः,PHYSIOLOGY,2,,,low
ITA-2.8.1.2,Person with predomi,"tvak-sāraḥ, rasa sāraḥ","त्वक-सारः, रस सारः",PHYSIOLOGY,2,,rasa,low
ITA-2.8.1.3,Person with,rakta-sāraḥ,रक्त-सारः,PHYSIOLOGY,2,,rakta,low
ITA-2.8.1.4,Person with,māṃsa-sāraḥ,मांस-सारः,PHYSIOLOGY,2,,mamsa,low
ITA-2.8.1.5,Person with,medosāraḥ,मेदोसारः,PHYSIOLOGY,2,,,low
ITA-2.8.1.6,Person with,asthi-sāraḥ,अस्थि-सारः,PHYSIOLOGY,2,,asthi,low
ITA-2.8.1.7,,"Characterized by features such as, having soft body parts;","छरच्तेरिएद ब्य एअतुरेस सुछ अस, हविङ सोत बोद्य पर्त्स;",PHYSIOLOGY,2,,,low
ITA-2.8.1.8,,"Characterized by features such as, gentleness; milky-looking","छरच्तेरिएद ब्य एअतुरेस सुछ अस, गेन्त्लेनेस्स; मिल्क्य-लोओकिङ",PHYSIOLOGY,2,,,low
ITA-2.8.1.9,,Characterized by features such as good memory; devotion;,छरच्तेरिएद ब्य एअतुरेस सुछ अस गोओद मेमोर्य; देवोतिओन;,PHYSIOLOGY,2,,,low
ITA-2.9.1,,,vayaḥ/kālaḥ,PHYSIOLOGY,2,,,low
ITA-2.9.2,Senility,vārdhakyam,वार्धक्यम,PHYSIOLOGY,2,,,low
ITA-2.9.3,Death,maraṇam,मरणम,PHYSIOLOGY,2,,,low
ITA-2.9.1.1,Women during,ṛtumatiḥ,ऋतुमतिः,PHYSIOLOGY,2,,,low
ITA-2.9.1.2,Pregnant state,garbhavastha/,गर्भवस्थ/,PHYSIOLOGY,2,,,low
ITA-2.9.1.3,First phase of,upasthitagarbhaḥ,उपस्थितगर्भः,PHYSIOLOGY,2,,asthi,low
ITA-2.9.1.4,Early signs of,sadyogarbhaḥ,सद्योगर्भः,FORMULATION,2,,,medium
ITA-2.9.1.5,Foetal growth and,garbhavṛddhiḥ,गर्भवृद्धिः,PHYSIOLOGY,2,,,low
ITA-2.9.1.6,First month of,prathamamāsa-garbhaḥ,प्रथममास-गर्भः,PHYSIOLOGY,2,,,low
ITA-2.9.1.7,Second month of,dvitīyamāsa-garbhaḥ,द्वितीयमास-गर्भः,PHYSIOLOGY,2,,,low
ITA-2.9.1.8,Third month of,tṛtīyamāsa-garbhaḥ,तृतीयमास-गर्भः,PHYSIOLOGY,2,,,low
ITA-2.9.1.9,Fourth month of,caturthamāsa-garbhaḥ,चतुर्थमास-गर्भः,PHYSIOLOGY,2,,,low
ITA-2.9.1.10,,pañcamamāsa-garbhaḥ,पञ्चममास-गर्भः,PHYSIOLOGY,2,,,low
ITA-2.9.1.11,,ṣaṣṭamamāsa-garbhaḥ,षष्टममास-गर्भः,PHYSIOLOGY,2,,,low
ITA-2.9.1.12,,saptamamāsa-garbhaḥ,सप्तममास-गर्भः,PHYSIOLOGY,2,,,low
ITA-2.9.1.13,,aṣṭamamāsa-garbha:,अष्टममास-गर्भ:,PHYSIOLOGY,2,,,low
ITA-2.9.1.14,,prajāyanī/,प्रजायनी/,PHYSIOLOGY,2,,,low
